setting,method,duration,error,coef_conventional,coef_robust,coef_bias_corrected,se_conventional,se_robust,se_bias_corrected,ci_0025_conventional,ci_0025_robust,ci_0025_bias_corrected,rep,rep_seed,setting_param_fuzzy,setting_data_remove_unexplained,setting_data_subrule,setting_data_score,setting_data_covariates,ci_0975_conventional,ci_0975_robust,ci_0975_bias_corrected
boundarypoint,oracle_kernel,2.2763423919677734,,0.02273165269517182,,,,,,,,,40,2060718594,True,True,False,boundarypoint,[],,,
distance_fuzzy_explained,rdrobust,0.11021113395690918,,0.18260990365080654,0.19791571361424143,0.19791571361424143,0.04313196102621794,0.049776633958483606,0.04313196102621794,0.09807281345683411,0.10035530378398014,0.113378623420269,26,3009756611,True,True,False,distance,[],0.26714699384477897,0.2954761234445027,0.28245280380821386
yieldimprovement_intent2treat_explained_subrule,rdflex_local_linear,0.0019063949584960938,Matrix is not positive definite,,,,,,,,,,50,952497169,False,True,True,yieldimprovement,[],,,
distance_fuzzy_explained,rdflex_lgbm,3.2403810024261475,,0.05849051358827039,0.05842947832470856,0.05842947832470856,0.050391709365524444,0.050391709365524444,0.058016830970900164,-0.040275421887567255,-0.05528142087540373,-0.04033645715112909,45,2435261987,True,True,False,distance,[],0.15725644906410804,0.17214037752482086,0.1571954138005462
boundarymindist_intent2treat_explained,rdrobustnocovs,0.017765283584594727,,-0.0357934176609338,-0.06498072808506272,-0.06498072808506272,0.07461496585572314,0.08261595221436548,0.07461496585572314,-0.182036063445837,-0.2269050189737012,-0.21122337386996592,31,157957547,False,True,False,boundarymindist,[],0.1104492281239694,0.09694356280357574,0.08126191769984048
yieldimprovement_intent2treat_explained,rdflex_stacking_lgbm,10.186735153198242,,0.0657563755267112,0.05893112303230748,0.05893112303230748,0.043182860333115074,0.043182860333115074,0.051237139305197923,-0.018880475475617678,-0.04149182467674206,-0.025705727970021394,80,3170441909,False,True,False,yieldimprovement,[],0.15039322652904008,0.15935407074135702,0.14356797403463634
yieldimprovement_intent2treat_explained_subrule,rdrobust,0.003299713134765625,Matrix is not positive definite,,,,,,,,,,28,2932894963,False,True,True,yieldimprovement,[],,,
distance_intent2treat_explained_subrule,rdflex_stacking_lgbm,0.0019233226776123047,Matrix is not positive definite,,,,,,,,,,26,3009756611,False,True,True,distance,[],,,
boundarypoint,rdflex_local_linear,0.40046143531799316,Matrix is not positive definite,,,,,,,,,,41,708335512,True,True,False,boundarypoint,[],,,
boundarymindist_fuzzy_unexplained,rdflex_stacking_lgbm,19.865574598312378,,0.0878211522322192,0.07723749735831498,0.07723749735831498,0.06983546897084351,0.06983546897084351,0.08254622539204476,-0.049053851794098574,-0.08455013146981846,-0.0596375066680028,83,2328904255,True,False,False,boundarymindist,[],0.22469615625853698,0.23902512618644842,0.21411250138463275
boundarymindist_intent2treat_unexplained,rdflex_local_linear,0.4570181369781494,,-0.05642333121076172,-0.08087670495990207,-0.08087670495990207,0.10113890779675862,0.10113890779675862,0.11367291036316733,-0.2546519479281259,-0.30367151528955993,-0.2791053216772662,31,157957547,False,False,False,boundarymindist,[],0.14180528550660243,0.14191810536975577,0.1173519117574621
yieldimprovement_intent2treat_explained_subrule,oracle_kernel,1.2112741470336914,,0.09183287911302904,,,,,,,,,7,1580891310,False,True,True,yieldimprovement,[],,,
yieldimprovement_fuzzy_explained,rdflex_global_linear,0.6766581535339355,,0.10150053251202541,0.045886466355116555,0.045886466355116555,0.05577609412229617,0.05577609412229617,0.0626367226438751,-0.007818603165991284,-0.07687925413650312,-0.06343266932290015,60,1158630380,True,True,False,yieldimprovement,[],0.2108196681900421,0.16865218684673622,0.15520560203313324
boundarymindist_intent2treat_unexplained,oracle_neighbour,2.47955322265625e-05,,0.03333333333333344,,,,,,,,,71,2835651271,False,False,False,boundarymindist,[],,,
boundarypoint,rdrobustnocovs,0.02622699737548828,,0.03872148637732131,0.029786969001706257,0.029786969001706257,0.2058325891006702,0.234793029190965,0.2058325891006702,-0.36470297510462396,-0.4303989120336468,-0.37363749248023903,80,3170441909,True,True,False,boundarypoint,[],0.4421459478592666,0.48997285003705926,0.4332114304836515
yieldimprovement_intent2treat_explained_subrule,rdrobustnocovs,0.0,cutoff out of score range,,,,,,,,,,92,237852112,False,True,True,yieldimprovement,[],,,
yieldimprovement_fuzzy_explained,rdflex_local_linear,0.7921969890594482,,0.10813131293578022,0.11090253867581427,0.11090253867581427,0.09668261737448211,0.09668261737448211,0.11701664479273167,-0.08136313504927119,-0.11844587070965627,-0.07859190930923714,70,1069158761,True,True,False,yieldimprovement,[],0.29762576092083165,0.3402509480612848,0.3003969866608657
yieldimprovement_intent2treat_explained,rdrobust,0.08073210716247559,,0.10527963278543422,0.10343507627437579,0.10343507627437579,0.038620195247223814,0.04512648616641353,0.038620195247223814,0.02958544102497057,0.014988788639360304,0.027740884513912142,69,2829083382,False,True,False,yieldimprovement,[],0.18097382454589786,0.19188136390939126,0.17912926803483942
boundarymindist_fuzzy_unexplained,rdflex_lgbm,3.990304470062256,,-0.026293392059253143,-0.10967296248750151,-0.10967296248750151,0.12620598749402612,0.12620598749402612,0.15454908859505465,-0.2736525821808568,-0.41258360997729865,-0.35703215260910515,88,1812863563,True,False,False,boundarymindist,[],0.2210657980623505,0.1932376850022956,0.13768622763410215
distance_intent2treat_explained,rdflex_lgbm,2.1783335208892822,,0.09786827196474243,0.10477987116025245,0.10477987116025245,0.03404900903102509,0.03404900903102509,0.041134235850918785,0.03113344055465421,0.024158250360875322,0.038045039750164225,23,2594786686,False,True,False,distance,[],0.16460310337483064,0.18540149195962957,0.17151470257034068
distance_intent2treat_explained,rdrobustnocovs,0.02704906463623047,,0.1023041248996518,0.09971306726256601,0.09971306726256601,0.03569648197057115,0.0422874708528866,0.03569648197057115,0.03234030586254896,0.016831147393620988,0.029749248225463182,99,2365828300,False,True,False,distance,[],0.17226794393675463,0.18259498713151104,0.16967688629966884
distance_fuzzy_explained,oracle_kernel,1.2999966144561768,,0.13494787181182122,,,,,,,,,84,3971928550,True,True,False,distance,[],,,
yieldimprovement_fuzzy_explained,oracle_kernel,1.7221763134002686,,0.1256226321132515,,,,,,,,,40,2060718594,True,True,False,yieldimprovement,[],,,
boundarymindist_fuzzy_unexplained,rdrobustnocovs,0.03119945526123047,,0.26432768492564235,0.2828726322359037,0.2828726322359037,0.12472270928846164,0.14908536487955057,0.12472270928846164,0.019875666665998243,-0.009329313550028084,0.03842061397625959,72,975584376,True,False,False,boundarymindist,[],0.5087797031852864,0.5750745780218355,0.5273246504955478
boundarymindist_intent2treat_explained,oracle_kernel,1.9031119346618652,,0.1224221446278704,,,,,,,,,9,923168703,False,True,False,boundarymindist,[],,,
boundarymindist_intent2treat_unexplained,rdrobust,0.10212826728820801,,0.14632122671839665,0.14695355871791926,0.14695355871791926,0.034707461878029054,0.04179862176890405,0.034707461878029054,0.0782958514426628,0.06502976544745544,0.07892818344218541,66,3474168509,False,False,False,boundarymindist,[],0.2143466019941305,0.2288773519883831,0.21497893399365312
distance_intent2treat_explained,rdrobust,0.11014318466186523,,0.10536560720179837,0.0999828973648352,0.0999828973648352,0.02827243228886767,0.03426525073535988,0.02827243228886767,0.04995265816027041,0.03282424000229524,0.04456994832330725,63,4256594433,False,True,False,distance,[],0.16077855624332632,0.16714155472737519,0.15539584640636317
yieldimprovement_fuzzy_explained,rdrobust,0.07121706008911133,,0.08574680382679686,0.08160998744413478,0.08160998744413478,0.06723195768033342,0.07742314054324653,0.06723195768033342,-0.04602541183677772,-0.07013657959061129,-0.0501622282194398,39,769159380,True,True,False,yieldimprovement,[],0.21751901949037145,0.23335655447888085,0.21338220310770936
yieldimprovement_intent2treat_explained_subrule,rdrobustnocovs,0.002115011215209961,Matrix is not positive definite,,,,,,,,,,9,923168703,False,True,True,yieldimprovement,[],,,
distance_intent2treat_explained_subrule,rdflex_stacking_lgbm,1.8611609935760498,"Weights sum to zero, can't be normalized",,,,,,,,,,41,708335512,False,True,True,distance,[],,,
boundarymindist_fuzzy_unexplained,oracle_neighbour,2.5033950805664062e-05,,0.053750000000000075,,,,,,,,,77,2705478053,True,False,False,boundarymindist,[],,,
distance_fuzzy_explained,rdrobustnocovs,0.0338284969329834,,0.09577037973839683,0.089404175480205,0.089404175480205,0.029484512461842728,0.035180625198404425,0.029484512461842728,0.03798179721146268,0.020451417137730035,0.03161559295327085,90,4221424199,True,True,False,distance,[],0.153558962265331,0.15835693382267996,0.14719275800713916
distance_fuzzy_explained,rdrobust,0.13080906867980957,,0.10010597477161885,0.1039697275408554,0.1039697275408554,0.024339560548343648,0.028099226901441433,0.024339560548343648,0.052401312697333335,0.04889625482061117,0.05626506546656988,85,520597901,True,True,False,distance,[],0.14781063684590437,0.15904320026109964,0.1516743896151409
yieldimprovement_intent2treat_explained_subrule,rdrobustnocovs,0.002232074737548828,Matrix is not positive definite,,,,,,,,,,61,1498151398,False,True,True,yieldimprovement,[],,,
boundarymindist_fuzzy_unexplained,rdrobust,0.09388852119445801,,0.15773588777091502,0.1559078389675897,0.1559078389675897,0.07592329371110115,0.0836628498115901,0.07592329371110115,0.008928966509500369,-0.008068333507110531,0.007100917706175047,32,2793964324,True,False,False,boundarymindist,[],0.30654280903232967,0.31988401144228995,0.30471476022900434
boundarymindist_fuzzy_unexplained,rdrobustnocovs,0.025215864181518555,,0.12535115289554408,0.104846586445486,0.104846586445486,0.08682419063993715,0.10108384290114317,0.08682419063993715,-0.04482113374557242,-0.09327410505965941,-0.0653257001956305,34,3216405119,True,False,False,boundarymindist,[],0.2955234395366606,0.3029672779506314,0.2750188730866025
yieldimprovement_fuzzy_explained,oracle_kernel,1.7154176235198975,,0.08515568920976929,,,,,,,,,21,1091097415,True,True,False,yieldimprovement,[],,,
yieldimprovement_intent2treat_explained,oracle_neighbour,2.4318695068359375e-05,,0.1925,,,,,,,,,94,4106545058,False,True,False,yieldimprovement,[],,,
boundarymindist_intent2treat_explained,rdflex_global_linear,0.4648890495300293,,0.13676030984511792,0.1224531691251953,0.1224531691251953,0.06474717795126222,0.06474717795126222,0.07594498612836237,0.009858172960038075,-0.02639626849278895,-0.004448967759884542,6,3271189345,False,True,False,boundarymindist,[],0.2636624467301978,0.2713026067431795,0.24935530601027514
distance_intent2treat_explained_subrule,oracle_neighbour,2.9802322387695312e-05,,0.13444444444444448,,,,,,,,,66,3474168509,False,True,True,distance,[],,,
boundarymindist_intent2treat_explained,oracle_neighbour,2.6702880859375e-05,,0.12375000000000003,,,,,,,,,79,2058108915,False,True,False,boundarymindist,[],,,
yieldimprovement_intent2treat_explained,rdflex_lgbm,1.9178109169006348,,0.03197403975264033,0.030940215930403372,0.030940215930403372,0.058000375555530254,0.058000375555530254,0.06949905690242997,-0.0817046074259963,-0.10527543255785922,-0.08273843124823325,78,941831014,False,True,False,yieldimprovement,[],0.14565268693127695,0.16715586441866598,0.14461886310903999
distance_intent2treat_explained,rdflex_local_linear,0.49038171768188477,,0.07848007079055624,0.08150325725514324,0.08150325725514324,0.02550185020401039,0.02550185020401039,0.03142548291826965,0.028497362851560445,0.01991044253855604,0.031520549316147436,91,1334706736,False,True,False,distance,[],0.12846277872955203,0.14309607197173044,0.13148596519413902
boundarymindist_intent2treat_explained,rdrobustnocovs,0.023321866989135742,,0.061717059659531115,0.03632211758281856,0.03632211758281856,0.08678332062763035,0.09735291996840806,0.08678332062763035,-0.10837512322941634,-0.1544860993450715,-0.1337700653061289,6,3271189345,False,True,False,boundarymindist,[],0.23180924254847857,0.2271303345107086,0.206414300471766
boundarymindist_intent2treat_explained,rdflex_global_linear,0.5538833141326904,,0.14898651511060948,0.14328345452112382,0.14328345452112382,0.03746295411279785,0.03746295411279785,0.04370539860353266,0.075560474295049,0.05762244732823263,0.06985741370556334,48,3097302936,False,True,False,boundarymindist,[],0.22241255592616996,0.228944461714015,0.2167094953366843
boundarypoint,rdflex_lgbm,1.520808458328247,Matrix is not positive definite,,,,,,,,,,10,1959717888,True,True,False,boundarypoint,[],,,
boundarypoint,rdflex_stacking_lgbm,9.570292472839355,Matrix is not positive definite,,,,,,,,,,43,1984094112,True,True,False,boundarypoint,[],,,
boundarymindist_fuzzy_unexplained,rdrobustnocovs,0.0371248722076416,,0.1825616859044128,0.16187057728346943,0.16187057728346943,0.06119858087390678,0.07517018372169344,0.06119858087390678,0.06261467148659372,0.014539724477691252,0.041923562865650355,19,65668574,True,False,False,boundarymindist,[],0.30250870032223187,0.3092014300892476,0.2818175917012885
distance_intent2treat_explained_subrule,rdrobust,0.047565460205078125,,-0.014328256721486993,-0.021389300148033984,-0.021389300148033984,0.05972906456474137,0.08561603686342244,0.05972906456474137,-0.13139507209864765,-0.18919364889939558,-0.13845611552519463,53,1722995083,False,True,True,distance,[],0.10273855865567365,0.14641504860332763,0.09567751522912665
boundarymindist_fuzzy_unexplained,rdflex_lgbm,3.9755606651306152,,0.17284167358668523,0.12106637420637067,0.12106637420637067,0.088531561507734,0.088531561507734,0.10797976064716622,-0.0006769984635659754,-0.09057006772133055,-0.05245229784388053,76,2402925254,True,False,False,boundarymindist,[],0.3463603456369364,0.33270281613407193,0.29458504625662185
yieldimprovement_intent2treat_explained,rdrobust,0.08234691619873047,,0.13707223661268952,0.13180740707899127,0.13180740707899127,0.04870615137918866,0.058692071312191625,0.04870615137918866,0.04160993408392387,0.016773061129039174,0.03634510455022562,52,1471467827,False,True,False,yieldimprovement,[],0.23253453914145517,0.24684175302894337,0.22726970960775694
yieldimprovement_fuzzy_explained,oracle_kernel,1.5518803596496582,,0.12007797435113864,,,,,,,,,79,2058108915,True,True,False,yieldimprovement,[],,,
yieldimprovement_intent2treat_explained_subrule,rdflex_lgbm,0.0,cutoff out of score range,,,,,,,,,,47,1940935336,False,True,True,yieldimprovement,[],,,
distance_fuzzy_explained,oracle_neighbour,2.5033950805664062e-05,,-0.015000000000000124,,,,,,,,,78,941831014,True,True,False,distance,[],,,
distance_intent2treat_explained,rdflex_global_linear,0.47203755378723145,,0.06350483695823576,0.049509800965647735,0.049509800965647735,0.03979836089794315,0.03979836089794315,0.04653879065586944,-0.014498517045459972,-0.04170455260390557,-0.028493553038048,25,359646364,False,True,False,distance,[],0.1415081909619315,0.14072415453520104,0.12751315496934346
yieldimprovement_fuzzy_explained,rdflex_local_linear,0.7342932224273682,,-0.04348752544778684,-0.09646868137234207,-0.09646868137234207,0.07302790444020929,0.07302790444020929,0.08598486991573949,-0.18661958801702974,-0.26499592962255303,-0.23960074394158498,16,391085360,True,True,False,yieldimprovement,[],0.09964453712145607,0.07205856687786891,0.04666338119690083
yieldimprovement_intent2treat_explained,rdflex_lgbm,1.998701810836792,,0.04261530383432648,0.017849999247644122,0.017849999247644122,0.0560765053735789,0.0560765053735789,0.06459369301862598,-0.06729262707675499,-0.10875131269729914,-0.09205793166343734,30,1780071613,False,True,False,yieldimprovement,[],0.15252323474540794,0.1444513111925874,0.12775793015872558
yieldimprovement_intent2treat_explained_subrule,rdrobustnocovs,0.0,cutoff out of score range,,,,,,,,,,72,975584376,False,True,True,yieldimprovement,[],,,
yieldimprovement_intent2treat_explained_subrule,rdflex_lgbm,0.0017266273498535156,Matrix is not positive definite,,,,,,,,,,37,29749431,False,True,True,yieldimprovement,[],,,
yieldimprovement_intent2treat_explained_subrule,rdflex_stacking_lgbm,0.0017747879028320312,Matrix is not positive definite,,,,,,,,,,70,1069158761,False,True,True,yieldimprovement,[],,,
distance_fuzzy_explained,rdflex_global_linear,0.6124753952026367,,-0.038533675140988856,-0.048670667300011766,-0.048670667300011766,0.06139300906825752,0.06139300906825752,0.0666223780745126,-0.15886176181731454,-0.17924812889046743,-0.16899875397633746,33,2437564935,True,True,False,distance,[],0.08179441153533684,0.0819067942904439,0.07165741937631392
distance_fuzzy_explained,rdflex_global_linear,0.6119749546051025,,0.1160456654042246,0.1172458493011356,0.1172458493011356,0.035347443560443725,0.035347443560443725,0.03817245648488062,0.046765949080192645,0.04242920938934715,0.04796613297710364,39,769159380,True,True,False,distance,[],0.18532538172825658,0.19206248921292407,0.18652556562516756
boundarypoint,rdrobust,0.10150694847106934,,-0.009846313379712682,0.011118086662199737,0.011118086662199737,0.3944137956927418,0.44025320290573133,0.3944137956927418,-0.7828831479432257,-0.8517623351114384,-0.7619187479013133,30,1780071613,True,True,False,boundarypoint,[],0.7631905211838004,0.8739985084358378,0.7841549212257127
distance_intent2treat_explained,rdflex_local_linear,0.48995065689086914,,0.0980840552558738,0.09959285775384352,0.09959285775384352,0.02631174409509576,0.02631174409509576,0.03238425685424812,0.04651398445905167,0.036120880653422824,0.0480227869570214,23,2594786686,False,True,False,distance,[],0.14965412605269593,0.1630648348542642,0.15116292855066565
distance_fuzzy_explained,rdrobust,0.11002969741821289,,0.08012168887996136,0.07382715417052813,0.07382715417052813,0.03375932747321129,0.04084394252411878,0.03375932747321129,0.013954622890173657,-0.00622550216336866,0.007660088180740418,51,3500072816,True,True,False,distance,[],0.14628875486974907,0.1538798105044249,0.13999422016031582
boundarypoint,rdrobust,0.07066226005554199,,0.7112323723132297,0.6638405047648478,0.6638405047648478,0.2613298906453403,0.2823520158129975,0.2613298906453403,0.19903519856457197,0.11044072280908879,0.1516433310161901,50,952497169,True,True,False,boundarypoint,[],1.2234295460618874,1.2172402867206067,1.1760376785135054
boundarypoint,rdrobust,0.06944489479064941,Matrix is not positive definite,,,,,,,,,,16,391085360,True,True,False,boundarypoint,[],,,
boundarymindist_intent2treat_explained,rdflex_global_linear,0.46342921257019043,,0.100782568075064,0.09092431822079908,0.09092431822079908,0.0477926657523082,0.0477926657523082,0.05657774788544102,0.007110664475379044,-0.01996602996105251,-0.002747585378885878,52,1471467827,False,True,False,boundarymindist,[],0.19445447167474894,0.20181466640265067,0.18459622182048402
boundarymindist_intent2treat_unexplained,rdflex_lgbm,2.0911221504211426,,0.079721088986858,0.0744650207817226,0.0744650207817226,0.055608783100398226,0.055608783100398226,0.06626927435171945,-0.029270123114022134,-0.05542037022925145,-0.03452619131915753,90,4221424199,False,False,False,boundarymindist,[],0.18871230108773812,0.20435041179269664,0.1834562328826027
yieldimprovement_fuzzy_explained,oracle_neighbour,2.5510787963867188e-05,,0.08200000000000007,,,,,,,,,72,975584376,True,True,False,yieldimprovement,[],,,
distance_fuzzy_explained,rdflex_lgbm,3.1144635677337646,,0.08555535414485181,0.08391859530127316,0.08391859530127316,0.044678817980911854,0.044678817980911854,0.05194970589779548,-0.0020135199695559963,-0.01790095726585403,-0.0036502788131346497,11,1657101622,True,True,False,distance,[],0.1731242282592596,0.18573814786840034,0.17148746941568097
distance_intent2treat_explained_subrule,rdflex_local_linear,0.0016481876373291016,Matrix is not positive definite,,,,,,,,,,1,3629568596,False,True,True,distance,[],,,
distance_intent2treat_explained_subrule,rdrobustnocovs,0.0025386810302734375,Matrix is not positive definite,,,,,,,,,,48,3097302936,False,True,True,distance,[],,,
boundarymindist_intent2treat_explained,rdflex_stacking_lgbm,11.035324811935425,,0.09312136116606944,0.08483629045633614,0.08483629045633614,0.04288406381323214,0.04288406381323214,0.051641889201508175,0.00907014058141703,-0.0163799524722278,0.0007850698716837384,89,73930389,False,True,False,boundarymindist,[],0.17717258175072184,0.18605253338490008,0.16888751104098854
distance_fuzzy_explained,rdflex_stacking_lgbm,18.002630710601807,,0.15964919378685413,0.17006113489039282,0.17006113489039282,0.02607695315153636,0.02607695315153636,0.03053186517799998,0.10853930478330462,0.11021977876068025,0.1189512458868433,1,3629568596,True,True,False,distance,[],0.21075908279040365,0.2299024910201054,0.22117102389394233
boundarymindist_intent2treat_explained,oracle_kernel,1.8776063919067383,,0.11953109379344949,,,,,,,,,25,359646364,False,True,False,boundarymindist,[],,,
boundarymindist_intent2treat_explained,rdflex_lgbm,2.0587027072906494,,0.16493457157282782,0.16719963222180995,0.16719963222180995,0.046391350215392244,0.046391350215392244,0.05675060909940986,0.07400919595647454,0.05597048228625555,0.07627425660545667,93,736000891,False,True,False,boundarymindist,[],0.2558599471891811,0.27842878215736433,0.2581250078381632
yieldimprovement_fuzzy_explained,oracle_kernel,1.8770849704742432,,0.12486132259130349,,,,,,,,,84,3971928550,True,True,False,yieldimprovement,[],,,
boundarymindist_intent2treat_unexplained,rdrobust,0.07338094711303711,,0.09600214510359427,0.08838288056324221,0.08838288056324221,0.042562522812151615,0.04943012694208075,0.042562522812151615,0.01258113330061264,-0.00849838799447905,0.004961868760260585,16,391085360,False,False,False,boundarymindist,[],0.1794231569065759,0.18526414912096348,0.17180389236622384
yieldimprovement_intent2treat_explained,rdrobust,0.06183123588562012,,0.0777569975472771,0.049042712157390415,0.049042712157390415,0.05469262387811696,0.06361858441597597,0.05469262387811696,-0.029438575473827513,-0.07564742204534364,-0.058152860863714205,3,691374161,False,True,False,yieldimprovement,[],0.1849525705683817,0.17373284636012445,0.15623828517849503
boundarypoint,rdflex_stacking_lgbm,9.29720950126648,Matrix is not positive definite,,,,,,,,,,31,157957547,True,True,False,boundarypoint,[],,,
distance_fuzzy_explained,rdflex_stacking_lgbm,18.490243196487427,,0.12254347501101642,0.1392770389652936,0.1392770389652936,0.05296217905532076,0.05296217905532076,0.06145037151797638,0.018739511519826155,0.01883652395345395,0.03547307547410332,86,2149385988,True,True,False,distance,[],0.22634743850220668,0.25971755397713325,0.24308100245648384
boundarymindist_intent2treat_explained,oracle_neighbour,2.5510787963867188e-05,,-0.007499999999999951,,,,,,,,,9,923168703,False,True,False,boundarymindist,[],,,
boundarymindist_intent2treat_explained,oracle_neighbour,2.4080276489257812e-05,,0.1725,,,,,,,,,12,3931054374,False,True,False,boundarymindist,[],,,
distance_intent2treat_explained_subrule,oracle_kernel,0.8036057949066162,,0.11962110718932198,,,,,,,,,71,2835651271,False,True,True,distance,[],,,
distance_intent2treat_explained_subrule,rdflex_stacking_lgbm,0.0019366741180419922,Matrix is not positive definite,,,,,,,,,,73,2210222696,False,True,True,distance,[],,,
boundarymindist_intent2treat_unexplained,rdrobust,0.0962212085723877,,0.13003880670368723,0.12492825762056949,0.12492825762056949,0.046052268381000364,0.05556672244945987,0.046052268381000364,0.03977801927055381,0.016019482880694838,0.03466747018743607,42,2475934341,False,False,False,boundarymindist,[],0.22029959413682065,0.23383703236044412,0.2151890450537029
yieldimprovement_fuzzy_explained,oracle_kernel,1.7371962070465088,,0.11533343965295084,,,,,,,,,85,520597901,True,True,False,yieldimprovement,[],,,
boundarymindist_fuzzy_unexplained,rdflex_local_linear,0.7611393928527832,,0.15167109882898575,0.1349862340428091,0.1349862340428091,0.09137904111307649,0.09137904111307649,0.10383911575811489,-0.02742853069444906,-0.06853469302958168,-0.044113395480625706,28,2932894963,True,False,False,boundarymindist,[],0.33077072835242055,0.33850716111519985,0.3140858635662439
distance_intent2treat_explained_subrule,rdflex_lgbm,0.0018491744995117188,Matrix is not positive definite,,,,,,,,,,14,2740623656,False,True,True,distance,[],,,
yieldimprovement_intent2treat_explained_subrule,rdflex_global_linear,0.0,cutoff out of score range,,,,,,,,,,26,3009756611,False,True,True,yieldimprovement,[],,,
yieldimprovement_intent2treat_explained_subrule,rdflex_stacking_lgbm,0.0,cutoff out of score range,,,,,,,,,,44,1760751290,False,True,True,yieldimprovement,[],,,
distance_fuzzy_explained,rdflex_stacking_lgbm,18.07395315170288,,0.06309907758691408,0.0616593153930888,0.0616593153930888,0.03767405956131729,0.03767405956131729,0.04321428013179085,-0.010740722304684674,-0.02303911728304609,-0.012180484498509954,21,1091097415,True,True,False,distance,[],0.13693887747851283,0.1463577480692237,0.13549911528468755
boundarymindist_intent2treat_unexplained,rdflex_global_linear,0.5671420097351074,,0.006531946763146251,-0.014940872234367214,-0.014940872234367214,0.05291852387706376,0.05291852387706376,0.059465601309644955,-0.09718645415092161,-0.1314913091202892,-0.11865927314843508,78,941831014,False,False,False,boundarymindist,[],0.11025034767721412,0.10160956465155477,0.08877752867970065
boundarypoint,oracle_neighbour,0.00016880035400390625,,,,,,,,,,,77,2705478053,True,True,False,boundarypoint,[],,,
yieldimprovement_intent2treat_explained,rdflex_lgbm,1.8813512325286865,,-0.05260851442388214,-0.07297474829583676,-0.07297474829583676,0.07466329889935333,0.07466329889935333,0.08959112713880604,-0.19894589123356374,-0.2485701308222456,-0.21931212510551834,91,1334706736,False,True,False,yieldimprovement,[],0.09372886238579944,0.10262063423057209,0.07336262851384483
yieldimprovement_intent2treat_explained_subrule,oracle_neighbour,2.956390380859375e-05,,0.29500000000000004,,,,,,,,,49,3950406464,False,True,True,yieldimprovement,[],,,
boundarymindist_intent2treat_unexplained,rdflex_local_linear,0.5456879138946533,,0.09431034295853565,0.08539640916704433,0.08539640916704433,0.03853474847372483,0.03853474847372483,0.044742086071965406,0.018783623796725157,-0.002296468127199039,0.009869690005233842,38,2999304840,False,False,False,boundarymindist,[],0.16983706212034613,0.17308928646128768,0.1609231283288548
distance_intent2treat_explained_subrule,rdflex_global_linear,0.0018291473388671875,Matrix is not positive definite,,,,,,,,,,48,3097302936,False,True,True,distance,[],,,
yieldimprovement_fuzzy_explained,rdflex_lgbm,3.4680652618408203,,-0.24841866275165214,-0.3725933103879474,-0.3725933103879474,0.19822466485128906,0.19822466485128906,0.23343340242836977,-0.6369318667077015,-0.830114371936197,-0.7611065143439968,81,2805854093,True,True,False,yieldimprovement,[],0.14009454120439718,0.08492775116030216,0.015919893568101917
boundarymindist_intent2treat_explained,rdrobust,0.07732605934143066,,0.12227258187035495,0.11482242226092018,0.11482242226092018,0.04150918398428629,0.04832379208762265,0.04150918398428629,0.04091607623350699,0.020109530172778153,0.03346591662407222,48,3097302936,False,True,False,boundarymindist,[],0.2036290875072029,0.2095353143490622,0.19617892789776814
yieldimprovement_intent2treat_explained,rdflex_lgbm,2.122633218765259,,0.14065340996886253,0.13357881911896802,0.13357881911896802,0.08899141479887192,0.08899141479887192,0.10683212317931264,-0.03376655797019121,-0.07580829470443146,-0.040841148820085715,48,3097302936,False,True,False,yieldimprovement,[],0.31507337790791623,0.3429659329423675,0.30799878705802175
yieldimprovement_intent2treat_explained_subrule,rdrobust,0.0,cutoff out of score range,,,,,,,,,,92,237852112,False,True,True,yieldimprovement,[],,,
yieldimprovement_intent2treat_explained,oracle_neighbour,2.4080276489257812e-05,,0.052857142857142714,,,,,,,,,97,2652205589,False,True,False,yieldimprovement,[],,,
boundarymindist_intent2treat_unexplained,rdflex_global_linear,0.47884654998779297,,0.08980141365384318,0.08812714718990357,0.08812714718990357,0.03872224948607964,0.03872224948607964,0.04663484641541118,0.01390719926075247,-0.0032754722088591814,0.012232932796812854,82,2879715912,False,False,False,boundarymindist,[],0.16569562804693388,0.17952976658866632,0.1640213615829943
yieldimprovement_intent2treat_explained_subrule,oracle_neighbour,0.0,cutoff out of score range,,,,,,,,,,62,3683793255,False,True,True,yieldimprovement,[],,,
yieldimprovement_fuzzy_explained,rdflex_lgbm,3.8038058280944824,,0.23068003398972092,0.30234471591332207,0.30234471591332207,0.2177210989714887,0.2177210989714887,0.2577707851204804,-0.1960454786688775,-0.20287673918943278,-0.12438079674527636,95,1473388411,True,True,False,yieldimprovement,[],0.6574055466483193,0.8075661710160769,0.7290702285719205
distance_intent2treat_explained_subrule,rdrobust,0.04584312438964844,,0.03329164993551896,0.04747223365867834,0.04747223365867834,0.058530817243367304,0.07300381452833221,0.058530817243367304,-0.08142664384717692,-0.09561261355089476,-0.06724606012401754,13,1838952519,False,True,True,distance,[],0.14800994371821485,0.19055708086825143,0.16219052744137422
boundarymindist_fuzzy_unexplained,rdrobustnocovs,0.029543399810791016,,0.16938858621754785,0.15594989833910344,0.15594989833910344,0.07429838027767341,0.09028886824719413,0.07429838027767341,0.023766436763646898,-0.02101303163027915,0.010327748885202492,44,1760751290,True,False,False,boundarymindist,[],0.31501073567144877,0.332912828308486,0.3015720477930044
